"Package","Group","AssetType","Category","Tags","Placement","Name","Path","SizeKB","UseHint"
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr smoke cloud corner ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr smoke cloud corner ab.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr smoke cloud x4 ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr smoke cloud x4 ab.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr smoke cloud x4 ab blurred","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr smoke cloud x4 ab blurred.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr smoke cloud x4 ab lit crisp","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr smoke cloud x4 ab lit crisp.mat","3.4","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr smoke cloud x4 ab lit normal","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr smoke cloud x4 ab lit normal.mat","3.6","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr smoke cloud x4 ab lit soft","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr smoke cloud x4 ab lit soft.mat","3.4","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr smoke cloud x4 ab lit soft individual","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr smoke cloud x4 ab lit soft individual.mat","3.4","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr smoke cloud x4 ab lit soft individual bright shadow","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr smoke cloud x4 ab lit soft individual bright shadow.mat","3.5","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr smoke cloud x4 ab lit soft individual mid shadow","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr smoke cloud x4 ab lit soft individual mid shadow.mat","3.5","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr smoke cloud x4 crisp dissolve ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr smoke cloud x4 crisp dissolve ab.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr smoke cloud x4 hdr ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr smoke cloud x4 hdr ab.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr smoke cloud x4 mult blurred","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr smoke cloud x4 mult blurred.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr smoke cloud x4 second color ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr smoke cloud x4 second color ab.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr smoke cloud x4 second color underlit ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr smoke cloud x4 second color underlit ab.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Hit/Impact","","cfxr spikes half impact hdr ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr spikes half impact hdr ab.mat","3.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Hit/Impact","","cfxr spikes impact ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr spikes impact ab.mat","3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Hit/Impact","","cfxr spikes impact add","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr spikes impact add.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Hit/Impact","","cfxr spikes impact dissolve ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr spikes impact dissolve ab.mat","3.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Hit/Impact","","cfxr spikes impact dissolve hdr ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr spikes impact dissolve hdr ab.mat","3.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Hit/Impact","","cfxr spikes impact dissolve invert ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr spikes impact dissolve invert ab.mat","3.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Hit/Impact","","cfxr spikes impact hdr ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr spikes impact hdr ab.mat","3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr star ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr star ab.mat","3.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr star blurred add","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr star blurred add.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr steam blur dissolve hdr add","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr steam blur dissolve hdr add.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Fire","","cfxr stretch fire crisp fade hdr ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch fire crisp fade hdr ab.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch inv spike fade ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch inv spike fade ab.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch inv spike fade add","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch inv spike fade add.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Weather","","cfxr stretch rain blur ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch rain blur ab.mat","3.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Weather","","cfxr stretch rain blur ab nosp","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch rain blur ab nosp.mat","3.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch ray blur add","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch ray blur add.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch ray blur hdr ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch ray blur hdr ab.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch rectangle ray ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch rectangle ray ab.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch rectangle ray blur add","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch rectangle ray blur add.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch rectangle ray blur hdr ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch rectangle ray blur hdr ab.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch rectangle ray hdr ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch rectangle ray hdr ab.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch skull dissolve ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch skull dissolve ab.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr stretch smoke arc ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch smoke arc ab.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr stretch smoke fume blur ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch smoke fume blur ab.mat","3.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch spike fade add","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch spike fade add.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch spikes smooth x2 hdr ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch spikes smooth x2 hdr ab.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch spikes x2 hdr ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch spikes x2 hdr ab.mat","3.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch trait ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch trait ab.mat","2.9","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch trait blur ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch trait blur ab.mat","3.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch trait blur add","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch trait blur add.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch trait hdr ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch trait hdr ab.mat","3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch trait hdr ab nosp","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch trait hdr ab nosp.mat","3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch triangle add","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch triangle add.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch triangle fade ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch triangle fade ab.mat","2.9","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch triangle smooth add","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch triangle smooth add.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch triangle smooth nosp ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch triangle smooth nosp ab.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch triangle smooth nosp add","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch triangle smooth nosp add.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch triangle to diamond ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch triangle to diamond ab.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","","","cfxr stretch triangle to diamond add","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr stretch triangle to diamond add.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Slash/Trail; Liquid/Blood","","cfxr sword trail bubbles","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr sword trail bubbles.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Hit/Impact; Slash/Trail; Liquid/Blood","","cfxr sword trail bubbles hit","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr sword trail bubbles hit.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Slash/Trail; Fire","","cfxr sword trail flames","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr sword trail flames.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Hit/Impact; Slash/Trail; Fire","","cfxr sword trail flames hit","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr sword trail flames hit.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Slash/Trail; Ice/Crystal","","cfxr sword trail ice","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr sword trail ice.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Hit/Impact; Slash/Trail; Ice/Crystal","","cfxr sword trail ice hit","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr sword trail ice hit.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Slash/Trail; Ice/Crystal","","cfxr sword trail ice thin","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr sword trail ice thin.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Slash/Trail","","cfxr sword trail light","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr sword trail light.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Slash/Trail","","cfxr sword trail plain","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr sword trail plain.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Slash/Trail","","cfxr sword trail slash","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr sword trail slash.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Slash/Trail","","cfxr sword trail tech","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr sword trail tech.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Hit/Impact; Slash/Trail","","cfxr sword trail tech hit","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr sword trail tech hit.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Slash/Trail","","cfxr sword trail tech thin","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr sword trail tech thin.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Liquid/Blood","","cfxr water drop blur anim ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr water drop blur anim ab.mat","4","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Liquid/Blood","","cfxr water drop blur anim hdr ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr water drop blur anim hdr ab.mat","4","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Liquid/Blood","","cfxr water foam ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr water foam ab.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Splash; Liquid/Blood","","cfxr water small splash hollow stretch nosp ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr water small splash hollow stretch nosp ab.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Splash; Liquid/Blood","","cfxr water small splash hollow stretch nosp hdr ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr water small splash hollow stretch nosp hdr ab.mat","3.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Splash; Liquid/Blood","","cfxr water small splash stretch nosp ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr water small splash stretch nosp ab.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Splash; Liquid/Blood","","cfxr water small splash stretch nosp hdr ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr water small splash stretch nosp hdr ab.mat","3.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr ww smoke bright hdr ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr ww smoke bright hdr ab.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog; Magic/Energy","","cfxr ww smoke glow ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr ww smoke glow ab.mat","3.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Material","Material","Air/Dust/Fog","","cfxr ww smoke second color ab","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr ww smoke second color ab.mat","3.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Texture","Texture","Magic/Energy","Loop/Ambient","cfxr aura rays","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr aura rays.png","86.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Texture","Texture","Magic/Energy","Loop/Ambient","cfxr aura runic","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr aura runic.png","100.9","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Texture","Texture","Liquid/Blood","","cfxr blood","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr blood.png","86.7","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Texture","Texture","Liquid/Blood","","cfxr blood dissolve","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr blood dissolve.png","244","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Texture","Texture","Splash; Liquid/Blood","","cfxr blood splash","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr blood splash.png","45.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Texture","Texture","Splash; Liquid/Blood","","cfxr blood splash dissolve","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr blood splash dissolve.png","146","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Texture","Texture","Liquid/Blood","","cfxr bubble","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr bubble.png","75.7","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Texture","Texture","Liquid/Blood","","cfxr bubble 2","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr bubble 2.png","183.4","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Texture","Texture","Projectile","","cfxr card club","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr card club.png","16","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Texture","Texture","Projectile","","cfxr card diamond","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr card diamond.png","15.6","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Texture","Texture","Projectile","","cfxr card heart","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr card heart.png","14.7","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Cartoon FX Remaster","CFXR Assets / Graphics","Texture","Texture","Projectile","","cfxr card spade","Assets/ThirdParty/JMO Assets/Cartoon FX Remaster/CFXR Assets/Graphics/cfxr card spade.png","15.9","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
